"列號","場站代碼","對象代碼","車號","車廂模組","坑位代碼","坑位名稱","坑位類型","上層坑位代碼","設備序號","現場設備名稱","裝用狀態","盤點人","盤點日期","照片檔名或連結","備註"
"1793","D","TS","110","M5","50-D-TS110-M5-AHU","輔助液壓單元總成(AHU)","總成","50-D-TS110-M5","","","","","","",""
"1794","D","TS","110","M5","50-D-TS110-M5-BCU","煞車控制單元(BCU)總成","總成","50-D-TS110-M5","","","","","","",""
"1795","D","TS","110","M5","50-D-TS110-M5-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS110-M5-BCU","","","","","","",""
"1796","D","TS","110","M5","50-D-TS110-M5-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS110-M5-BCU","","","","","","",""
"1797","D","TS","110","M5","50-D-TS110-M5-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS110-M5-BCU","","","","","","",""
"1798","D","TS","110","M5","50-D-TS110-M5-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS110-M5-BCU","","","","","","",""
"1799","D","TS","110","M5","50-D-TS110-M5-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS110-M5-BCU","","","","","","",""
"1800","D","TS","110","M5","50-D-TS110-M5-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS110-M5-BCU","","","","","","",""
"1801","D","TS","110","M5","50-D-TS110-M5-BOGIE","轉向架","總成","50-D-TS110-M5","","","","","","",""
"1802","D","TS","110","M5","50-D-TS110-M5-BOGIE-BCAL-AX5L","動力式煞車卡鉗總成-L5","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1803","D","TS","110","M5","50-D-TS110-M5-BOGIE-BCAL-AX5R","動力式煞車卡鉗總成-R5","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1804","D","TS","110","M5","50-D-TS110-M5-BOGIE-BCAL-AX6L","動力式煞車卡鉗總成-L6","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1805","D","TS","110","M5","50-D-TS110-M5-BOGIE-BCAL-AX6R","動力式煞車卡鉗總成-R6","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1806","D","TS","110","M5","50-D-TS110-M5-BOGIE-GB-AX5L","齒輪箱總成-L5","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1807","D","TS","110","M5","50-D-TS110-M5-BOGIE-GB-AX5R","齒輪箱總成-R5","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1808","D","TS","110","M5","50-D-TS110-M5-BOGIE-GB-AX6L","齒輪箱總成-L6","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1809","D","TS","110","M5","50-D-TS110-M5-BOGIE-GB-AX6R","齒輪箱總成-R6","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1810","D","TS","110","M5","50-D-TS110-M5-BOGIE-TM-AX5L","牽引馬達總成-L5(TM4)","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1811","D","TS","110","M5","50-D-TS110-M5-BOGIE-TM-AX5R","牽引馬達總成-R5(TM2)","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1812","D","TS","110","M5","50-D-TS110-M5-BOGIE-TM-AX6L","牽引馬達總成-L6(TM3)","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1813","D","TS","110","M5","50-D-TS110-M5-BOGIE-TM-AX6R","牽引馬達總成-R6(TM1)","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1814","D","TS","110","M5","50-D-TS110-M5-BOGIE-WHL-AX5L","動力式車輪-L5","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1815","D","TS","110","M5","50-D-TS110-M5-BOGIE-WHL-AX5R","動力式車輪-R5","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1816","D","TS","110","M5","50-D-TS110-M5-BOGIE-WHL-AX6L","動力式車輪-L6","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1817","D","TS","110","M5","50-D-TS110-M5-BOGIE-WHL-AX6R","動力式車輪-R6","子件","50-D-TS110-M5-BOGIE","","","","","","",""
"1818","D","TS","110","M5","50-D-TS110-M5-BPI","BPI界面轉換器","獨立件","50-D-TS110-M5","","","","","","",""
"1819","D","TS","110","M5","50-D-TS110-M5-BRES","煞車電阻器(含箱體)","獨立件","50-D-TS110-M5-CC400","","","","","","",""
"1820","D","TS","110","M5","50-D-TS110-M5-CABAC","駕駛室空調總成","總成","50-D-TS110-M5","","","","","","",""
"1821","D","TS","110","M5","50-D-TS110-M5-CABAC-COMP","空調渦捲式壓縮機","子件","50-D-TS110-M5-CABAC","","","","","","",""
"1822","D","TS","110","M5","50-D-TS110-M5-CABAC-CTRL","空調控制器KN700","子件","50-D-TS110-M5-CABAC","","","","","","",""
"1823","D","TS","110","M5","50-D-TS110-M5-CABAC-INV","空調變頻器","子件","50-D-TS110-M5-CABAC","","","","","","",""
"1824","D","TS","110","M5","50-D-TS110-M5-CC400","牽引換流器及輔助電源異常(CC400)","總成","50-D-TS110-M5","","","","","","",""
"1825","D","TS","110","M5","50-D-TS110-M5-CC400-ACU","ACU卡板","子件","50-D-TS110-M5-CC400","","","","","","",""
"1826","D","TS","110","M5","50-D-TS110-M5-CC400-AUX","輔助變流器模組(AUX)","子件","50-D-TS110-M5-CC400","","","","","","",""
"1827","D","TS","110","M5","50-D-TS110-M5-CC400-AUX/Reactor","輔電電抗器","子件","50-D-TS110-M5-CC400","","","","","","",""
"1828","D","TS","110","M5","50-D-TS110-M5-CC400-ESS/Reactor","儲能裝置電抗器","子件","50-D-TS110-M5-CC400","","","","","","",""
"1829","D","TS","110","M5","50-D-TS110-M5-CC400-TCU","TCU卡板","子件","50-D-TS110-M5-CC400","","","","","","",""
"1830","D","TS","110","M5","50-D-TS110-M5-CC400-TRAC/Reactor","牽引電抗器","子件","50-D-TS110-M5-CC400","","","","","","",""
"1831","D","TS","110","M5","50-D-TS110-M5-CC400-XC","高頻整流器模組(XC)","子件","50-D-TS110-M5-CC400","","","","","","",""
"1832","D","TS","110","M5","50-D-TS110-M5-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS110-M5","","","","","","",""
"1833","D","TS","110","M5","50-D-TS110-M5-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS110-M5","","","","","","",""
"1834","D","TS","110","M5","50-D-TS110-M5-DMOT-L","驅動馬達-L","獨立件","50-D-TS110-M5","","","","","","",""
"1835","D","TS","110","M5","50-D-TS110-M5-DMOT-R","驅動馬達-R","獨立件","50-D-TS110-M5","","","","","","",""
"1836","D","TS","110","M5","50-D-TS110-M5-EHU","煞車液壓單元總成(EHU)","總成","50-D-TS110-M5","","","","","","",""
"1837","D","TS","110","M5","50-D-TS110-M5-ETH/CAB","網管型乙太網路交換器(駕駛室)","獨立件","50-D-TS110-M5","","","","","","",""
"1838","D","TS","110","M5","50-D-TS110-M5-ETH/SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS110-M5","","","","","","",""
"1839","D","TS","110","M5","50-D-TS110-M5-FLUB/COMP","輪緣潤滑壓縮機","獨立件","50-D-TS110-M5","","","","","","",""
"1840","D","TS","110","M5","50-D-TS110-M5-GPS","GPS機","子件","50-D-TS110-M5","","","","","","",""
"1841","D","TS","110","M5","50-D-TS110-M5-HMI","速度監控HMI","獨立件","50-D-TS110-M5","","","","","","",""
"1842","D","TS","110","M5","50-D-TS110-M5-MC","主控制器總成","總成","50-D-TS110-M5","","","","","","",""
"1843","D","TS","110","M5","50-D-TS110-M5-OBCU","車載控制單元(OBCU)","獨立件","50-D-TS110-M5","","","","","","",""
"1844","D","TS","110","M5","50-D-TS110-M5-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS110-M5","","","","","","",""
"1845","D","TS","110","M5","50-D-TS110-M5-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS110-M5","","","","","","",""
"1846","D","TS","110","M5","50-D-TS110-M5-SD/COMP","撒砂裝置空壓機","獨立件","50-D-TS110-M5","","","","","","",""
"1847","D","TS","110","M5","50-D-TS110-M5-TETRA","TETRA收發機(Tetra Transceiver)","獨立件","50-D-TS110-M5","","","","","","",""
"1848","D","TS","110","M5","50-D-TS110-M5-VCU","車輛控制單元(VCU)","獨立件","50-D-TS110-M5","","","","","","",""
"1849","D","TS","110","M5","50-D-TS110-M5-VID","影像連結單元(Video link)","獨立件","50-D-TS110-M5","","","","","","",""
"1850","D","TS","110","M5","50-D-TS110-M5-WIFI","Wi-Fi模組","獨立件","50-D-TS110-M5","","","","","","",""
"1851","D","TS","111","M1","50-D-TS111-M1-BCU","煞車控制單元(BCU)總成","總成","50-D-TS111-M1","","","","","","",""
"1852","D","TS","111","M1","50-D-TS111-M1-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS111-M1-BCU","","","","","","",""
"1853","D","TS","111","M1","50-D-TS111-M1-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS111-M1-BCU","","","","","","",""
"1854","D","TS","111","M1","50-D-TS111-M1-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS111-M1-BCU","","","","","","",""
"1855","D","TS","111","M1","50-D-TS111-M1-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS111-M1-BCU","","","","","","",""
"1856","D","TS","111","M1","50-D-TS111-M1-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS111-M1-BCU","","","","","","",""
"1857","D","TS","111","M1","50-D-TS111-M1-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS111-M1-BCU","","","","","","",""
"1858","D","TS","111","M1","50-D-TS111-M1-BOGIE","轉向架","總成","50-D-TS111-M1","","","","","","",""
"1859","D","TS","111","M1","50-D-TS111-M1-BOGIE-AHU","輔助液壓單元總成(AHU)","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1860","D","TS","111","M1","50-D-TS111-M1-BOGIE-BCAL-AX1L","動力式煞車卡鉗總成-L1","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1861","D","TS","111","M1","50-D-TS111-M1-BOGIE-BCAL-AX1R","動力式煞車卡鉗總成-R1","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1862","D","TS","111","M1","50-D-TS111-M1-BOGIE-BCAL-AX2L","動力式煞車卡鉗總成-L2","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1863","D","TS","111","M1","50-D-TS111-M1-BOGIE-BCAL-AX2R","動力式煞車卡鉗總成-R2","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1864","D","TS","111","M1","50-D-TS111-M1-BOGIE-EHU","煞車液壓單元總成(EHU)","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1865","D","TS","111","M1","50-D-TS111-M1-BOGIE-GB-AX1L","齒輪箱總成-L1","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1866","D","TS","111","M1","50-D-TS111-M1-BOGIE-GB-AX1R","齒輪箱總成-R1","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1867","D","TS","111","M1","50-D-TS111-M1-BOGIE-GB-AX2L","齒輪箱總成-L2","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1868","D","TS","111","M1","50-D-TS111-M1-BOGIE-GB-AX2R","齒輪箱總成-R2","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1869","D","TS","111","M1","50-D-TS111-M1-BOGIE-TM-AX1L","牽引馬達總成-L1(TM1)","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1870","D","TS","111","M1","50-D-TS111-M1-BOGIE-TM-AX1R","牽引馬達總成-R1(TM3)","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1871","D","TS","111","M1","50-D-TS111-M1-BOGIE-TM-AX2L","牽引馬達總成-L2(TM2)","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1872","D","TS","111","M1","50-D-TS111-M1-BOGIE-TM-AX2R","牽引馬達總成-R2(TM4)","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1873","D","TS","111","M1","50-D-TS111-M1-BOGIE-WHL-AX1L","動力式車輪-L1","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1874","D","TS","111","M1","50-D-TS111-M1-BOGIE-WHL-AX1R","動力式車輪-R1","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1875","D","TS","111","M1","50-D-TS111-M1-BOGIE-WHL-AX2L","動力式車輪-L2","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1876","D","TS","111","M1","50-D-TS111-M1-BOGIE-WHL-AX2R","動力式車輪-R2","子件","50-D-TS111-M1-BOGIE","","","","","","",""
"1877","D","TS","111","M1","50-D-TS111-M1-BPI","BPI界面轉換器","獨立件","50-D-TS111-M1","","","","","","",""
"1878","D","TS","111","M1","50-D-TS111-M1-BRES","煞車電阻器(含箱體)","獨立件","50-D-TS111-M1","","","","","","",""
"1879","D","TS","111","M1","50-D-TS111-M1-CABAC","駕駛室空調總成","總成","50-D-TS111-M1","","","","","","",""
"1880","D","TS","111","M1","50-D-TS111-M1-CABAC-COMP","空調渦捲式壓縮機","子件","50-D-TS111-M1-CABAC","","","","","","",""
"1881","D","TS","111","M1","50-D-TS111-M1-CABAC-CTRL","空調控制器KN700","子件","50-D-TS111-M1-CABAC","","","","","","",""
"1882","D","TS","111","M1","50-D-TS111-M1-CABAC-INV","空調變頻器","子件","50-D-TS111-M1-CABAC","","","","","","",""
"1883","D","TS","111","M1","50-D-TS111-M1-CC400","牽引換流器及輔助電源異常(CC400)","總成","50-D-TS111-M1","","","","","","",""
"1884","D","TS","111","M1","50-D-TS111-M1-CC400-ACU","ACU卡板","子件","50-D-TS111-M1-CC400","","","","","","",""
"1885","D","TS","111","M1","50-D-TS111-M1-CC400-AUX","輔助變流器模組(AUX)","子件","50-D-TS111-M1-CC400","","","","","","",""
"1886","D","TS","111","M1","50-D-TS111-M1-CC400-AUX/Reactor","輔電電抗器","子件","50-D-TS111-M1-CC400","","","","","","",""
"1887","D","TS","111","M1","50-D-TS111-M1-CC400-ESS/Reactor","儲能裝置電抗器","子件","50-D-TS111-M1-CC400","","","","","","",""
"1888","D","TS","111","M1","50-D-TS111-M1-CC400-TCU","TCU卡板","子件","50-D-TS111-M1-CC400","","","","","","",""
"1889","D","TS","111","M1","50-D-TS111-M1-CC400-TRAC/Reactor","牽引電抗器","子件","50-D-TS111-M1-CC400","","","","","","",""
"1890","D","TS","111","M1","50-D-TS111-M1-CC400-XC","高頻整流器模組(XC)","子件","50-D-TS111-M1-CC400","","","","","","",""
"1891","D","TS","111","M1","50-D-TS111-M1-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS111-M1","","","","","","",""
"1892","D","TS","111","M1","50-D-TS111-M1-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS111-M1","","","","","","",""
"1893","D","TS","111","M1","50-D-TS111-M1-DMOT-L","驅動馬達-L","獨立件","50-D-TS111-M1","","","","","","",""
"1894","D","TS","111","M1","50-D-TS111-M1-DMOT-R","驅動馬達-R","獨立件","50-D-TS111-M1","","","","","","",""
"1895","D","TS","111","M1","50-D-TS111-M1-ETH/CAB","網管型乙太網路交換器(駕駛室)","獨立件","50-D-TS111-M1","","","","","","",""
"1896","D","TS","111","M1","50-D-TS111-M1-ETH/SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS111-M1","","","","","","",""
"1897","D","TS","111","M1","50-D-TS111-M1-FLUB/COMP","輪緣潤滑壓縮機","獨立件","50-D-TS111-M1","","","","","","",""
"1898","D","TS","111","M1","50-D-TS111-M1-GPS","GPS機","子件","50-D-TS111-M1","","","","","","",""
"1899","D","TS","111","M1","50-D-TS111-M1-HMI","速度監控HMI","獨立件","50-D-TS111-M1","","","","","","",""
"1900","D","TS","111","M1","50-D-TS111-M1-MC","主控制器總成","總成","50-D-TS111-M1","","","","","","",""
"1901","D","TS","111","M1","50-D-TS111-M1-OBCU","車載控制單元(OBCU)","獨立件","50-D-TS111-M1","","","","","","",""
"1902","D","TS","111","M1","50-D-TS111-M1-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS111-M1","","","","","","",""
"1903","D","TS","111","M1","50-D-TS111-M1-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS111-M1","","","","","","",""
"1904","D","TS","111","M1","50-D-TS111-M1-SD/COMP","撒砂裝置空壓機","獨立件","50-D-TS111-M1","","","","","","",""
"1905","D","TS","111","M1","50-D-TS111-M1-TETRA","TETRA收發機(Tetra Transceiver)","獨立件","50-D-TS111-M1","","","","","","",""
"1906","D","TS","111","M1","50-D-TS111-M1-VCU","車輛控制單元(VCU)","獨立件","50-D-TS111-M1","","","","","","",""
"1907","D","TS","111","M1","50-D-TS111-M1-VID","影像連結單元(Video link)","獨立件","50-D-TS111-M1","","","","","","",""
"1908","D","TS","111","M1","50-D-TS111-M1-WIFI","Wi-Fi模組","獨立件","50-D-TS111-M1","","","","","","",""
"1909","D","TS","111","M2","50-D-TS111-M2-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS111-M2","","","","","","",""
"1910","D","TS","111","M2","50-D-TS111-M2-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS111-M2","","","","","","",""
"1911","D","TS","111","M2","50-D-TS111-M2-DMOT-L","驅動馬達-L","獨立件","50-D-TS111-M2","","","","","","",""
"1912","D","TS","111","M2","50-D-TS111-M2-DMOT-R","驅動馬達-R","獨立件","50-D-TS111-M2","","","","","","",""
"1913","D","TS","111","M2","50-D-TS111-M2-ESS","儲能電池(ESS)總成","總成","50-D-TS111-M2","","","","","","",""
"1914","D","TS","111","M2","50-D-TS111-M2-ESS-COOL","冷卻器總成","子件","50-D-TS111-M2-ESS","","","","","","",""
"1915","D","TS","111","M2","50-D-TS111-M2-ETH-SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS111-M2","","","","","","",""
"1916","D","TS","111","M2","50-D-TS111-M2-PA-IP","IP擴音器","獨立件","50-D-TS111-M2","","","","","","",""
"1917","D","TS","111","M2","50-D-TS111-M2-PAC-L2","客室空調總成-L2","總成","50-D-TS111-M2","","","","","","",""
"1918","D","TS","111","M2","50-D-TS111-M2-PAC-L2-COMP","空調渦捲式壓縮機-L2","子件","50-D-TS111-M2-PAC-L2","","","","","","",""
"1919","D","TS","111","M2","50-D-TS111-M2-PAC-L2-CTRL","空調控制器KN700-L2","子件","50-D-TS111-M2-PAC-L2","","","","","","",""
"1920","D","TS","111","M2","50-D-TS111-M2-PAC-R1","客室空調總成-R1","總成","50-D-TS111-M2","","","","","","",""
"1921","D","TS","111","M2","50-D-TS111-M2-PAC-R1-COMP","空調渦捲式壓縮機-R1","子件","50-D-TS111-M2-PAC-R1","","","","","","",""
"1922","D","TS","111","M2","50-D-TS111-M2-PAC-R1-CTRL","空調控制器KN700-R1","子件","50-D-TS111-M2-PAC-R1","","","","","","",""
"1923","D","TS","111","M2","50-D-TS111-M2-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS111-M2","","","","","","",""
"1924","D","TS","111","M2","50-D-TS111-M2-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS111-M2","","","","","","",""
"1925","D","TS","111","M3","50-D-TS111-M3-AHU","輔助液壓單元總成(AHU)","總成","50-D-TS111-M3","","","","","","",""
"1926","D","TS","111","M3","50-D-TS111-M3-ATP-SW","ATP乙太網交換機","獨立件","50-D-TS111-M3","","","","","","",""
"1927","D","TS","111","M3","50-D-TS111-M3-BALISE-L","應答器天線-L","獨立件","50-D-TS111-M3","","","","","","",""
"1928","D","TS","111","M3","50-D-TS111-M3-BALISE-R","應答器天線-R","獨立件","50-D-TS111-M3","","","","","","",""
"1929","D","TS","111","M3","50-D-TS111-M3-BCU","煞車控制單元(BCU)總成","總成","50-D-TS111-M3","","","","","","",""
"1930","D","TS","111","M3","50-D-TS111-M3-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS111-M3-BCU","","","","","","",""
"1931","D","TS","111","M3","50-D-TS111-M3-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS111-M3-BCU","","","","","","",""
"1932","D","TS","111","M3","50-D-TS111-M3-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS111-M3-BCU","","","","","","",""
"1933","D","TS","111","M3","50-D-TS111-M3-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS111-M3-BCU","","","","","","",""
"1934","D","TS","111","M3","50-D-TS111-M3-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS111-M3-BCU","","","","","","",""
"1935","D","TS","111","M3","50-D-TS111-M3-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS111-M3-BCU","","","","","","",""
"1936","D","TS","111","M3","50-D-TS111-M3-BOGIE","轉向架","總成","50-D-TS111-M3","","","","","","",""
"1937","D","TS","111","M3","50-D-TS111-M3-BOGIE-BCAL-AX3L","非動力式煞車卡鉗總成-L3","子件","50-D-TS111-M3-BOGIE","","","","","","",""
"1938","D","TS","111","M3","50-D-TS111-M3-BOGIE-BCAL-AX3R","非動力式煞車卡鉗總成-R3","子件","50-D-TS111-M3-BOGIE","","","","","","",""
"1939","D","TS","111","M3","50-D-TS111-M3-BOGIE-BCAL-AX4L","非動力式煞車卡鉗總成-L4","子件","50-D-TS111-M3-BOGIE","","","","","","",""
"1940","D","TS","111","M3","50-D-TS111-M3-BOGIE-BCAL-AX4R","非動力式煞車卡鉗總成-R4","子件","50-D-TS111-M3-BOGIE","","","","","","",""
"1941","D","TS","111","M3","50-D-TS111-M3-BOGIE-WHL-AX3L","非動力式車輪-L3","子件","50-D-TS111-M3-BOGIE","","","","","","",""
"1942","D","TS","111","M3","50-D-TS111-M3-BOGIE-WHL-AX3R","非動力式車輪-R3","子件","50-D-TS111-M3-BOGIE","","","","","","",""
"1943","D","TS","111","M3","50-D-TS111-M3-BOGIE-WHL-AX4L","非動力式車輪-L4","子件","50-D-TS111-M3-BOGIE","","","","","","",""
"1944","D","TS","111","M3","50-D-TS111-M3-BOGIE-WHL-AX4R","非動力式車輪-R4","子件","50-D-TS111-M3-BOGIE","","","","","","",""
"1945","D","TS","111","M3","50-D-TS111-M3-CCU","中央控制單元(CCU)","總成","50-D-TS111-M3","","","","","","",""
"1946","D","TS","111","M3","50-D-TS111-M3-CCU-1030","1030卡板(CCU內)","子件","50-D-TS111-M3-CCU","","","","","","",""
"1947","D","TS","111","M3","50-D-TS111-M3-CCU-1092","1092卡板(CCU內)","子件","50-D-TS111-M3-CCU","","","","","","",""
"1948","D","TS","111","M3","50-D-TS111-M3-CCU-A212","A212卡板(CCU內)","子件","50-D-TS111-M3-CCU","","","","","","",""
"1949","D","TS","111","M3","50-D-TS111-M3-CCU-DIO","DIO-16A/15E卡板","子件","50-D-TS111-M3-CCU","","","","","","",""
"1950","D","TS","111","M3","50-D-TS111-M3-CCU-HIST","HIST V4卡版","子件","50-D-TS111-M3-CCU","","","","","","",""
"1951","D","TS","111","M3","50-D-TS111-M3-CCU-REL","REL V3卡板","子件","50-D-TS111-M3-CCU","","","","","","",""
